,content,score,content_clean
151,"Makin sini makin buruk aja kualitas Instagram, banyak upgrade bukannya banyak kemajuan malah makin mundur, seringkali tiba-tiba aplikasinya berhenti berjalan dan hanya stak, mau nengok sorotan akun hanya gambar hitam yang terlihat seolah-olah lag padahal jaringan HP saya bagus, hadeuhh",1,buruk kualitas instagram upgrade maju mundur seringkali tibatiba aplikasi henti jalan stak tengok sorot akun gambar hitam seolaholah lag jaring hp bagus hadeuhh
459,"Bingung,saat posting foto Di feed pakai lagu,setelah post lagunya malah hilang..tapi saat di akun lain ada lagunya di postingan itu,gimana nih ngebug yah???",2,bingungsaat posting foto feed pakai lagusetelah post lagu hilangtapi akun lagu postingan itugimana nih ngebug yah
391,"Sangat² kecewa dengan fitur yang sekarang biasanya aku gunain gak kyk gini,masa bikin video udah tersimpan digalery tpi pas dibukak gak ada samasekali trs pagi² buka ada...emngnya harus nunggu 24 jam kah buat tersimpan?????????",2,sangat kecewa fitur gunain ginimasa bikin video simpan digalery pas dibukak samasekali pagi buka adaemngnya nunggu jam kah simpan
346,"Aplikasinya tidak bisa login, selalu force closed terus menerus, udah pake cara uninstall lalu install ulang tetep aja sama ga ngaruh masih force closed juga. Ini ig emang kualitas nya sudah menurun kah semenjak gabung dengan meta ?",1,aplikasi login force closed terus pakai uninstall install ulang pengaruh force closed ig emang kualitas nya turun kah semenjak gabung meta
434,"Ga tau knp ya update terbaru makin aneh ig nya , setiap mau gabung ke live kadang suka eror banyak bug²nya, pass masuk di hp kita gampang org nya tidak ada, kalo suara ada nth bingung tolong di perbaiki lagi dong",2,tau ya update baru aneh ig nya gabung live kadang suka eror bug nya pass masuk hp gampang orang nya suara nth bingung tolong baik
310,B2 aja dulu kalau bugnya udh di perbaiki baru B5 soalnya kalau gabung ke live org gambar nya gelap dan gak ada suaranya satu lagi sekarang kalau simpan fto atau vidio kok gak ada tersimpan di galeri keveqa banget Instagram sekarang gak kayak dulu lagi,2,bb bugnya baik bb gabung live orang gambar nya gelap suara simpan fto video simpan galeri keveqa banget instagram
466,"Knpa ko sekarang banyak kendala, salah satunya kalo saya poto² di instagram, lama bgtt masuk galeri nyaa, kadang satu hari, kadang juga bisa nyampe dua hariuu. Mohon dong di perbaiki lagiii biar kita makin nyamannnn make apk instagram nya",1,ko kendala salah satu poto instagram bgtt masuk galeri nyaa kadang kadang hariuu mohon baik lagiii biar nyamannnn pakai apk instagram nya
394,"Sangat sangat kecewa sama instagram yg skrng tidak bisa buat story pkai music ,yg kluar musik gk jelas, benar2 kecewa banget sma instagram yg skrg 😡😡😡😡😡😡😡tlong diperbaiki lagi, ato kembalikan lagi music2 lama yg bisa d buat story kecewa banget banget banget 👎🏻👎🏻👎🏻",1,kecewa instagram story pakai musik musik kecewa banget sma instagram tolong baik ato kembali musik d story kecewa banget banget banget
221,"Kenapa ya setiap save foto atau video, lama bgt tersave ke galerii. Gada muncul2 di galeri. Setelah lama hampir berjam2 baru muncul di galeri. Tolong di perbaiki dong",3,ya save foto video banget tersave galeri muncul galeri jam muncul galeri tolong baik
282,"Bagusss bangett...suka sama apknya,ada minusnya jg sih,entah kenapa diaku kalo mau selfie tuh filternya harus nyari dan yg muncul sendiri tuh kyk filter' yg kyknya udh lama,kan bagusnya munculnya filter yg terbaru atau gmn+kalo ada notif org yg kita ikutin tuh lg siaran langsung,notif-nya tuh munculnya pas siarannya udh selesai jd kan kita kyk udh seneng'nya mau lihat livenya tp pas masuk apk ternyata live nya udh selesai,klo bs keluhan' pengguna sgra diatasi ya..udh sih itu aj.감사합니다. 기운을 차리세요!♡",4,bagusss bangettsuka apknyaada minus sihentah dia selfie tuh filter nyari muncul tuh filter lama bagus muncul filter baru gmnkalo pemberitahuan orang ikutin tuh siar langsungnotifnya tuh muncul pas siar selesai neng lihat livenya pas masuk apk live nya selesaiklo keluh guna sgra atas ya sih aj
337,"Instagram bisa ga sih gausah sering² update terus pindah²in letak tombol ini itu, butuh waktu buat membiasakan diri sama letak barunya ini mau pencet apa tiba² teleport kemana tau karena udah terbiasa sama update sebelumnya, kesel banget. Nih kasih bonus 2 bintang karena emang hobi sering scroll instagram aja",2,instagram sih sering update pindah in letak tombol butuh biasa letak baru pencet tiba teleport mana tau biasa update kesel banget nih kasih bonus bintang emang hobi scroll instagram
374,"instagram makin banyak ngebugnya, mulai dari nyimpen poto ke galery gk bisa, gk bisa liat penonton story siapa aja, untuk ulasan lain mengenai musik di ig juga, mohon di perbaiki karna makin banyak rating buruk dari para pengguna instagram",2,instagram ngebugnya nyimpen foto galery lihat tonton story ulas musik ig mohon baik rating buruk guna instagram
303,ini kenapa banyak bug nya sekarang. filternya nge bug udah coba uninstall install lagi masih tetep juga. pdhal udah update an yang terbaru. sinyal juga oke. tolong diperbaiki bug2 nya. saya sekrang jd jarang pake ig gara2 banyak nge bug nya,1,bug nya filter nge bug coba uninstall install update an baru sinyal oke tolong baik bug nya sekrang jarang pakai ig gara nge bug nya
437,"Ig kenapa makin kesini makin gak bener, udah sebulan di Ig gak ada musik indo dan musik luar negeri yang terkenal, lagunya yang sekarang gak terkenal semua, dan kalau nyimpen foto gak langsung nyimpen ke galeri, sedangkan di galeri ig ada. Udah lapor ke Ig tapi tetep aja gak bisa. Mohon segera di tindak lanjuti dong masalahnya.",1,ig kesini bener bulan ig musik indonesia musik negeri kenal lagu kenal nyimpen foto langsung nyimpen galeri galeri ig lapor ig mohon tindak lanjut
428,Kok saya pakai filter enggak nempel sih sekarang enggak kaya dulu aku kira kamera nya ternyata semua orang gitu . Tolong di perbaiki lagi dan update lagi sekarang jelek . Aku kira kameranya kotor ternyata dari ig ini sya kasih bintang dua karna kasihan,2,pakai filter nempel sih kaya kamera nya orang tolong baik update jelek kamera kotor ig kasih bintang kasihan
498,"Setelah 2 minggu musik2 yg asik di insta story tidak tersedia, hari ini sudah muncul kembali, welcome back... semoga kedepannya ig normal seperti dulu lagi. Kasih rate 4 aja dlu, siapa tau kumat lg kyk kemaren",4,minggu musik asik insta story sedia muncul welcome back moga depan ig normal kasih rate tau kumat kemaren
388,"Setelah update terbaru ini makin tambah tidak jelas aplikasinya, menu ""Batal sematkan dari profil"" sekarang hilang, jadi tidak bisa menghilangkan pin di profil",1,update baru aplikasi menu batal semat profil hilang hilang pin profil
365,"Akhir akhir ini Instagram makin banyak bug bug, sprti musiknya masih muter pdhl udah keluar dan udah hapus histori nya, tampilan kadang full putih, buka reels langsung macet nge hang gabisa di apa2in harus di hapus histori dlu mudah2an kedepannya bisa di evaluasi sama meta 🙏🙏",3,instagram bug bug musik putar hapus histori nya tampil kadang full putih buka reels langsung macet nge hang apain hapus histori mudah depan evaluasi meta
26,"Pihak instagram, saya sudah pakai Insta dari 2016 dan saya SELALU suka. Tapi sekarang kenapa jadi gini? Tolong dong kalau update tuh sambil lihat performanya, kuat atau gak.. Berfungsi atau gak. Masa pas update sekarang, saya ga bisa loading postingannya? Jadi 2 bit gitu? Dan juga, update-an nya ada yang hilang/ga dapat. Saya ga ada fitur buat note dan musik di DM.. dan juga ga bisa buat semacam siaran gitu. Musik di postingan juga kenapa jadi hilang?? Haduh..... Berantakan sudah.",1,instagram pakai insta suka tolong update tuh lihat performa kuat fungsi pas update loading postingannya bit updatean nya hilangga fitur note musik dm siar musik postingan hilang haduh beranta
128,Gimana sih setelah di perbarui tdk jadi enggak gak bisa nyimpan foto video di galeri. Mohon di perbaiki segera karena ini mengganggu pengguna juga...🔥🔥🔥 mau di update mulu tapi kinerja apk kek makin memburuk setelah di update menjengkelkan 😡,1,sih baru nyimpan foto video galeri mohon baik ganggu guna update mulu kerja apk buruk update jengkel
467,"ga ada musik yg aku kenal sm sekali. adanya lagu lagu gajelas terus kalai postingan yg ada lagu nya tertulis ""musik tidak tersedia"" padahal jelas jelas ada.",1,musik kenal lagu lagu kalai postingan lagu nya tulis musik sedia
445,"Instagram sekarang ga kea dlu malah sekarang lebih parah!! Ini filter"" yang kesimpen kok malah jdi blur gajelas?? pdhl sebelumya juga ga kea gini malah biasa"" aja tolong diperbaiki dong sekiranya fitur-fitur yg dulu di up lagi biar makin betah main ig nya!!!",1,instagram kea parah filter kesimpen blur sebelumya kea tolong baik fiturfitur up biar betah main ig nya
178,"aplikasi bodoh, saya posting video editan saya sengaja pakai cc yg agak gelapan beberapa waktu kemudian setelah di posting malah berubah otomatis menjadi agak keputihan gambarnya, kan jadinya jelek video yg saya posting. emg bener2 buruk nih aplikasi. suruh zuck balikin aja ke pemilik Instagram sebelumnya. semua media sosial dipegangnya hancur",1,aplikasi bodoh posting video edit sengaja pakai cc gelap posting ubah otomatis putih gambar jelek video posting emang bener buruk nih aplikasi suruh zuck balikin milik instagram media sosial pegang hancur
246,"Tidak terupdate. Fitur-fitur dalam aplikasi tersebut kebanyakan untuk update sangat terlambat. Log in dengan ponsel lain sebagian terupdate, dengan ponsel lain bahkan tidak ada updatean sama sekali. Payah.",1,terupdate fiturfitur aplikasi banyak update lambat log in ponsel terupdate ponsel updatean payah
330,"sehabis di update, aplikasi menjadi makin jelek dan tidak jelas, sering nge bug, musik lokal tidak bisa muncul dan yang keluar hanya musik yang tidak diketahui",1,habis update aplikasi jelek nge bug musik lokal muncul musik
208,"Sistem pelanggaran yang sangat buruk, tidak akurat dan sering salah sasaran, orang yang tidak melakukan spam atau pelanggaran apapun bisa tiba-tiba di-ban dari berkomentar. Saya tidak pernah melakukan spam sama sekali tapi sudah 2 hari ini tidak bisa berkomentar, sudah melapor 2 kali tapi tidak ada tanggapan, aplikasi sebesar Instagram ternyata punya pengelolaan yang sangat tidak profesional!",1,sistem langgar buruk akurat salah sasar orang spam langgar apa tibatiba ban komentar spam komentar lapor kali tanggap aplikasi instagram kelola profesional
32,"Kenapa Instagram pas di-update jadi balik ke jaman baheula ya. Udah bagus fitur-fitur kemarin mulai dari ada lagu, efek foto yg bagus dll. Eh pas di update malah gag ada yg bagus sama sekali. Efek foto aja udh kayak pertama kali Instagram muncul cakepan juga foto kamera hp sendiri dibanding efek Instagram.",1,instagram pas diupdate jaman baheula ya bagus fiturfitur kemarin lagu efek foto bagus lain eh pas update bagus efek foto kali instagram muncul cakep foto kamera hp banding efek instagram
484,"Tolong di perbaiki dalam menu postingan, saya mau memosting beberapa foto menjadi slide 1 2 3 pas mau di pakaikan musik atau lagu tapi tidak ada Tambahan musik itu tidak ada tolong di perbaiki atau kasih saya tutorial untuk mengatasi masalah ini🙏🙏",3,tolong baik menu postingan memosting foto slide pas pakai musik lagu tambah musik tolong baik kasih tutorial atas
300,"Audio reels suka hilang secara tiba-tiba, tolong diperbaiki agar audio reels yang hilang bisa digunakan kembali tanpa menghikangkan audio originalnya",1,audio reels suka hilang tibatiba tolong baik audio reels hilang menghikangkan audio originalnya
231,"Mau di updet berapa kali nih?!! Di perbarui bukannya makin bagus malah makin jelek, ga banget!!.. kebanyakan ulasan sama. Gabisa dan gada musiknya, tolong dong kalo masih mau di pake diperbaiki, lama lama makin ga banget ini instagram 🙂",1,updet kali nih baru bagus jelek banget banyak ulas musik tolong pakai baik banget instagram
481,"kenapa akhir ini sering terjadi bug ya? misal ada orang yang ngirim permintaan pesan ke kita tapi nda masuk ke daftar permintaan pesan di akun kita? kan jadi susah mau ngereplay SG orang yang nge tag kita, tolong segera di baikin ya",1,bug ya orang kirim minta pesan nda masuk daftar minta pesan akun susah ngereplay sg orang nge tag tolong baikin ya
45,"Dear instagram, tolong untuk masalah bug pada effek instagram tolong diperbaiki, ini terjadi di beberapa versi android aja contoh saya di color os7, tolong segera diperbaiki bug kamera,filter effek nya, sering kali effek yang dipakai sekarang ini terlihat buram dan tidak menempel lada wajah, padahal sebelumnya normal normal aja, makasih tolong feedback nya ya 🙏",1,dear instagram tolong bug effek instagram tolong baik versi android contoh warna os tolong baik bug kamerafilter effek nya kali effek pakai buram tempel lada wajah normal normal terimakasih tolong feedback nya ya
321,"Tolong dong kok bsa akun sya ngk bisa muncul musik di ig story dan pncariannya, yg mncul hanya musik yg bahkan tidak stupun saya tahu. Ini sdh lebih dari seminggu tpi msih tdk ad prubahan. Sgala cara sdh sya upayakan, sya sdh bbrpa kali mengajukan bantuan dri aplikasinya tpi tdk ad tnggapan sma skali. Sya sdh mnggunakan akun sya dari 2017, ada bnyk kenangan di akun ini. Jujur sya sngat terganggu dgn kendala ini, sya jdi sngat terbatas dlam penggunaannya. Mhon untuk segera di tanggapi🙏🙏🙏🙏",1,tolong akun muncul musik ig story pncariannya mncul musik stupun minggu prubahan upaya kali aju bantu aplikasi tnggapan sma akun kenang akun jujur ganggu kendala batas guna mohon tanggap
149,"Makin diupdate makin jelek. Masak ga bisa buat musik story, searching lagu terbaru aja enggak muncul yang muncul malah lagu lama dan ga kenal, aneh ga jelas",1,diupdate jelek masak musik story searching lagu baru muncul muncul lagu kenal aneh
258,"untuk developer tolong diperbaiki bug nya, saya mau upload story tapi loading mulu sampai sekarang, lalu sorotan suka hilang dengan sendirinya, dan arsip juga kadang hilang",2,developer tolong baik bug nya upload story loading mulu sorot suka hilang arsip kadang hilang
393,"tolong dong ini knp abis foto dari ig ga muncul di galeri, sama kalo bikin sg musik nya jadi ngaco, di update malah makin gaje jir lah fak kata gue teh, mending di perbaiki bug nya.",1,tolong habis foto ig muncul galeri bikin sg musik nya ngaco update gaje jir fak teh mending baik bug nya
50,"Kecewa banget aku, mau posting foto pake musik masak nggak bisa, setiap musik yg aku cari jawaban nya nggak ada kosong, gimana si instagram, kok lama2 dak jelas gini, padahal musik itu penting kalau saya lagi posting foto dan story ig. 🤬🤬",1,kecewa banget posting foto pakai musik masak musik cari nya kosong si instagram dak musik posting foto story ig
256,"masih banyak bug, bukannya benerin malah ngurus iklan. bug kalo liat arsip story lama lama suka keluar sendiri, lagu yg post di arsip story jg tbtb ga ada, kek apalah ig ni.",1,bug benerin ngurus iklan bug lihat arsip story suka lagu post arsip story tbtb apa ig ni
328,"Ig semakin di update semakin buruk, fitur lagu tidak bisa, fitur reals tidak ada. Yolong di perbaiki !! Sangat mengecewakan, ku kira setelah update jdi lebih baik. Trnyata lebih burukk",1,ig update buruk fitur lagu fitur reals yolong baik kecewa ku update burukk
42,"makin kesini makin jelek banget, yang pertama fitur note di akun pertama saya tidak tersedia namun di akun ke dua ada fitur note dan yang kedua fitur musik di akun pertama saya musiknya banyak yang asing bahkan saya mencari lagu dengan menuliskan nama pengarangnya tetap tidak muncul semua padahal penulisan saya sudah benar namun entah kenapa di akun kedua saya tetap bisa, hanya di akun pertama saja yang cacat semua tolong diperbaiki lagi",1,kesini jelek banget fitur note akun sedia akun fitur note fitur musik akun musik asing cari lagu tulis nama arang muncul tulis akun akun cacat tolong baik
469,"Ini diupgrade kenapa jadi jelek sih.. Sumpah mau foto pake efek malah ngeblur parah,, kirain hp saya yang rusak,, pas dicoba di kamera hpnya bagus tapi pas coba di kamera ig ampun ampun deh..tau gitu gak di upgrade .",1,diupgrade jelek sih sumpah foto pakai efek ngeblur parah kirain hp rusak pas coba kamera hpnya bagus pas coba kamera ig ampun ampun dehtau upgrade
33,"Udah sering di perbarui tapi bug musik masih aja belum di fix, masa saya gak bisa cari musik yang familiar dan gak bisa play musik yang orang lain upload di storynya. Tiap mau masukin musik isinya musik gak jelas semua, tiap liat story orang lain ada notif musik ini tidak tersedia. Tolong agar diperhatikan lagi bug nya!!!",1,baru bug musik fix cari musik familiar play musik orang upload storynya masukin musik isi musik lihat story orang pemberitahuan musik sedia tolong perhati bug nya
375,"Lah kirain aku aja yg ngerasain. Ternyata hampir semua akun sekrang gak bisa masukin lagu / musik yaa. Dan ngebug parah sih. Sampe kirain hp aku yg rusak, app nya jg sy re-install dan masih tetap sama (jeleknya).",2,kirain rasa akun sekrang masukin lagu musik yaa ngebug parah sih kirain hp rusak app nya reinstall jelek
6,"Serius kecewa banget sama Instagram, udah beberapa kali update dengan hp yang berbeda tetap sama, setiap bikin story tidak bisa menggunakan music, selalu saja music tak tersedia..tolong dong diperbaiki!!! Atau saya uninstall aja diapk...lama² bikin emosi aja.",1,serius kecewa banget instagram kali update hp beda bikin story musik musik tersediatolong baik uninstall diapklama bikin emosi
409,"Kenapa tidak bisa hilang profil Facebook di bio Instagram, padahal udah dipisah tetep disitu, setting tautan masih ada satu pas di klik tidak ada tautan. Mohon diperbaiki",3,hilang profil facebook bio instagram pisah situ setting taut pas klik taut mohon baik
60,"Pliss yaa kenapa akun utamaku gabisa buat search musik, malah banyaknya musik jadul, kalau buka story orang pun pasti tulisannya ""lagu ini sekarang tidak tersedia"" mana sekarang bug gabisa buat liat story orang jadi blank putih. Mohon untuk segera perbaiki bug di Instagram saya. Jadi gak nyaman pakai Instagram sekarang",1,pliss yaa akun utama search musik banyak musik jaman buka story orang tulis lagu sedia bug lihat story orang blank putih mohon baik bug instagram nyaman pakai instagram
332,"ini Instagram kenapa sih kok hp ku gabisa make filter perasaan hp temenku yang tipe nya dibawah hp ku bisa make filter ig kok punyaku gabisa ya, tolong Instagram segera diperbaiki, untuk pengguna yang aktif di Instagram dan sangat mengandalkan filter ig saya sangat dirugikan atas kejadian ini",1,instagram sih hp ku pakai filter asa hp temenku tipe nya bawah hp ku pakai filter ig punya ya tolong instagram baik guna aktif instagram andal filter ig rugi jadi
200,"Sekarang lagu lagu Indonesia tidak tersedia lagi di Instagram.. hanya tersedia lagu barat yg kurang familiar di telinga. Sdh beberapa kali di laporin di pengaturan Instagram, tapi tdk ada perubahan. Mohon segera di perbaiki!!",1,lagu lagu indonesia sedia instagram sedia lagu barat familiar telinga kali lapor atur instagram ubah mohon baik
302,"Sy udah uninstal IG biar bisa ada musik nya lagi, dan ga jadul kek dulu tp knp masih sama setelah sy instal ulang?? Tolong segera di perbaiki !! Berasa pake aplikasi instagram jadul !",1,uninstal ig biar musik nya jaman instal ulang tolong baik asa pakai aplikasi instagram jaman
377,"Kecewa dengan IG sekarang ,masak mau nulis komentar garis hurufnya sejajar terus tidak rata bawah. Masih bagusan seperti yang dulu nulisnya enak ada rata bawahnya, kini di update Malah downgrade. Kalo kita salah nulis sangat membuat ribet. Tidak bisa dikoreksi. Harusnya Ig paham dengan masalah ini. Tolong diperbaiki lagi.",4,kecewa ig masak nulis komentar garis huruf sejajar bagus nulisnya enak bawah update downgrade salah nulis ribet koreksi ig paham tolong baik
210,"Aku sedikit kecewa, akhir² ini isi konten di reels tidak seperti yang saya harapkan, yang sebelumnya video meme dari luar negeri dan random serta video mobil dan motor dari luar negeri pun tergantung dengan video lokal yang sangat bukan minat saya, aku berharap ini segera di kembalikan sesuai minat saya dalam reels. Aku akan memberi bintang 5 lagi jika sudah kembali sesuai dengan minat saya",1,kecewa akhir isi konten reels harap video meme negeri random video mobil motor negeri gantung video lokal minat harap kembali sesuai minat reels bintang sesuai minat
247,"Update ig malah foto dan video lama untuk disimpan ke galeri, biasanya langsung cepat tersimpan di galeri, mohon pihak instagram untuk memperbaiki bug tersebut. Terimakasih",2,update ig foto video simpan galeri langsung cepat simpan galeri mohon instagram baik bug terimakasih
29,"Isi konten reels sekarang kebanyakan kurang berkualitas, padahal konten yang menurut saya kurang berkualitas sudah saya kasih ""TIDAK TERTARIK"" tapi muncul terus. Saya sengaja menyukai dan menonton berulang konten yang menurut saya berkualitas agar reels konten yang serupa atau berkualitas muncul, tapi akhir2 ini malah sebaliknya. Saya harap keluhan saya didengar, terimakasih.",1,isi konten reels banyak kualitas konten kualitas kasih tarik muncul sengaja suka tonton ulang konten kualitas reels konten kualitas muncul harap keluh dengar terimakasih
75,"Dulu sebelum update seperti ini filter nya bisa digunakan tapi setelah di update kenapa filter nya tidak bisa malah yang ada jadi blur dimuka ,emang filter lainnya masih bisa tapi saya coba filter yang disampingnya itu tidak bisa dan saya coba apa kamera saya yang bermasalah ternyata yg bermasalah itu kamera ig nya saja,saya sangat kecewa",1,update filter nya update filter nya blur muka emang filter coba filter samping coba kamera masalah masalah kamera ig nya sajasaya kecewa
347,Ada yang sama gak sih? Masa filter instagram disaat mau dipake malah ngeblur? Malah muka kita jadi rata 😭 sebelumnya gak kaya gini 🥺 pake filter ig yg ada makeup nya mau itu pake camera belakang camera depan udah pake flash juga tetep aja ngeblur :(,1,sih filter instagram saat pakai ngeblur muka kaya pakai filter ig makeup nya pakai camera camera pakai flash ngeblur
366,Ini kenapa ya Instagram ketika udah saya update bikin sg yang awal vid warna nya bagus kok tiba tiba berubah warna nya jadi gelap? Tolong diperbaikinya lagi seperti Instagram yg sebelumnya 🙏,1,ya instagram update bikin sg vid warna nya bagus ubah warna nya gelap tolong baik instagram
494,"tolong dong Instagram beneri fitur music di akun ig blgistrsyah_ soalnya setiap liat story jadi ga enak selalu masalah di lagu dan ga bisa milih lagu yang kita inginkan semoga diperbaiki secepatnya yaa,,,",3,tolong instagram beneri fitur musik akun ig blgistrsyah lihat story enak lagu milih lagu moga baik cepat yaa
205,"Musik instagram woi.. tidak tersedia. Tidak ditemukan .. kenapa?....sudah seminggu lhoo seperti ini.! Sebelumnya aman tapi sekarang musik tidak ditemukan. Yang muncul musik gak jelas, tidak terkenal, aneh. TOLONG PERBAIKI TLOL!!!",1,musik instagram woi sedia temu kenapasudah minggu lhoo aman musik temu muncul musik kenal aneh tolong baik tlol
341,"Good app😍, tapi kok akhir akhir ini setelah di update kok ada bug sih. Bug nya saya gak bisa ngeliat notifikasi, baru mencet notifikasi malah langsung keluar aplikasi.",5,good app update bug sih bug nya notifikasi mencet notifikasi langsung aplikasi
99,"awalnya udh jd aplikasi paling favorit cm udh dari kemarin-kemarin selalu ga bisa save foto/video yg baru di take, setelah disave ga langsung masuk galeri harus nunggu lama atau hp harus di restart dulu baru masuk galeri foto/videonya. Mohon diperbaiki lagi minusnya",1,aplikasi favorit cm kemarinkemarin save fotovideo take disave langsung masuk galeri nunggu hp restart masuk galeri fotovideonya mohon baik minus
167,Musik pada reels dan story banyak yang tidak muncul ketika di search. Tolong segera diperbaiki. Membuat ketidaknyamanan ketika ingin buat story di IG. Terima kasih,1,musik reels story muncul search tolong baik ketidaknyamanan story ig terima kasih
236,"Saya kurangi 1 bintang. Karena akhir-akhir ini instagram terlalu banyak update dan banyak bug, bahkan proses postingan pun tiba-tiba balik dari awal dan hasil caption di reels sering menghilang. Mohon untuk diperbaiki, terima kasih",4,kurang bintang akhirakhir instagram update bug proses postingan tibatiba hasil caption reels hilang mohon baik terima kasih
206,"Parah sih, makin diupdate makin aneh. Nambahi music nggak ditemuin, malah yg muncul lagu2 barat gak jelas. Bisa diperbaik gak sih? Aneh banget, lagu2 di reels aku jg pada ilang semua. IG lg kena apa sih? Kenapa jd kyak gini?",1,parah sih diupdate aneh nambahi musik ditemuin muncul lagu barat baik sih aneh banget lagu reels hilang ig kena sih
197,"nggak jelas, udah di update malah jadi banyak bug nya. terus notes music nya juga gak bisa digunain, padahal diaccount aku yang satu lagi bisa loh? padahal dulu sebelum sejauh ini suka bgt sama insta apalagi semenjak ada fitur notes, eh tapi malah ilang. mohon diperbaiki lagi ya supaya jauh lebih baik.",2,update bug nya notes musik nya digunain diaccount loh suka banget insta semenjak fitur notes eh hilang mohon baik ya
463,Musiknya ilang min gimana nie saya mau up story malah gada musik yang biasanya di pakee gimana ini solusianya semua cara udah di lakukan masih tetep gabisa. Tolong di perjelas!!,1,musik hilang min up story musik pakee solusianya laku tolong jelas
48,"Tolong update nya di perbaiki lagi, masa iya saya foto udah saya simpen tapi malah ga masuk galeri cuman di ig aja, tolong di perbaiki lagi fitur"" nya, bug udah dari kemaren ga di perbaiki"". lagunya juga gitu udh bener"" cari judul + pencipta nya tetep ga muncul, makin update makin aneh aja.",1,tolong update nya baik iya foto simpan masuk galeri ig tolong baik fitur nya bug kemaren baik lagu bener cari judul cipta nya muncul update aneh
439,"Makin lama updatenya tambah cacat ig sekarang dan masalah yg selalu terjadi di akun saya sering tidak bisa follow akun terbaru, masa 2 hari tidak saya log out ig nya terjadi lagi masalah tidak bisa follow akun orang lain, padahal saya gak ada spam follow, selalu terjadi masalah tidak bisa follow, itu pasti terjadi kalau ada update terbaru.",1,updatenya cacat ig akun follow akun baru log out ig nya follow akun orang spam follow follow update baru
173,"Aplikasi nya banyak bug masa saya mau cari efek jadinya malah kepoto saya ulang terus menerus dan hasilnya masih sama,saya sarankan agar memperbaiki lagi aplikasi nya agar tidak ada lagi yang namanya bug.",1,aplikasi nya bug cari efek kepoto ulang terus hasil samasaya saran baik aplikasi nya nama bug
433,"Aplikasi terbaik memang, dari dulu memakai aplikasi ini tidak ada kendala sedikitpum semakin hari semakin baik peningkatannya juga tidak mengubah pengaturan awal, jadi pemakaian akan selalu baik, banyakin filter biar lebih baik dan fitur penyimpanan video juga.",5,aplikasi baik pakai aplikasi kendala sedikitpum tingkat ubah atur pakai banyakin filter biar fitur simpan video
182,Kenapa ya ig saya sekarang buat foto ama vidio gak mau nyimpan otomatis langsung ke galeri padahal pengaturan simpan file udah di aktifin semua udah dicoba hapus instal lagi tetep kaya gitu foto ga masuk lgsg otomatis ke galeri harus ini itu intinya jadi ribett .hallo.apa baik sedang tidak baik baik saja utk apk ny .tolong dong diperbaiki ada yang tau solusi nya ga sih atau emang semua merata kaya gini,2,ya ig foto video nyimpan otomatis langsung galeri atur simpan file aktifin coba hapus instal kaya foto masuk langsung otomatis galeri inti ribett halloapa apk ny tolong baik tau solusi nya sih emang rata kaya
390,"mau posting foto di feed pakai musik tapi lagu yang dipengen ga ada, udah coba beralih akun profesional akun pribadi juga sama aja, udah lapor berkali² tetep aja, di update di uninstall ga ada perubahan, plisss Instagram benahin dong😫",2,posting foto feed pakai musik lagu ken coba alih akun profesional akun pribadi lapor kali update uninstall ubah plisss instagram benahin
369,"Makin diupdate makin nggak beres, masa musiknya nggak muncul semua, tolong segera diperbaiki. Yg blm update mendingan jngan di update dri pda nggk bisa buat story music lagi",1,diupdate beres musik muncul tolong baik update mending jngan update story musik
76,"Kenapa makin di update makin lemot? Biasanya saya kalau bikin story dan saya simpan langsung kesimpan ke galeri, tp kenapa ini tidak. Padahal sinyal aman. Sudah coba di uninstal terus instal ulang tetap saja tidak ada perubahan. Tolong perbaiki fitur²nya seperti semula dong.. Biar makin nyaman pakai aplikasinya🙏",2,update lot bikin story simpan langsung simpan galeri sinyal aman coba uninstal instal ulang ubah tolong baik fitur nya biar nyaman pakai aplikasi
158,"Mengapa akun Instagram saya tidak bisa menambahkan musik di ceritanya? Saat diakses muncul notifikasi 'Lagu tidak ditemukan'. Saya juga tidak bisa mendengar musik di cerita orang lain, selalu muncul notifikasi 'Lagu ini sekarang tidak tersedia'.",1,akun instagram musik cerita akses muncul notifikasi lagu temu dengar musik cerita orang muncul notifikasi lagu sedia
242,"Plislah, Ig nya belum di update dikasih bug followers. Jadinya ngaruh berkurang nya follower pada user profil followers. Terus sama bagian pencarian ada reels nya itu juga terulang ulang videonya. Satu masalah satu bintang hilang, jika bintang itu bersinar buat user Instagram nyaman digunakan",4,plislah ig nya update kasih bug followers pengaruh kurang nya follower user profil followers cari reels nya ulang ulang video bintang hilang bintang sinar user instagram nyaman
83,"Makin kesini Instagram makin kocak banget, mau pake fitur musik semua lagu ga tersedia, ada beberapa tapi alay anjir, foto pake ig pas di save ga ada tuh poto ama video di galeri, mau reply mention gabisa, kesel gw. Kalau ada pilihan ga ngasih bintang gw gabakalna ngasih bintang sama nih aplikasi😤😤😤😤 Instagram anjir banget lahh",1,kesini instagram kocak banget pakai fitur musik lagu sedia alay anjir foto pakai ig pas save tuh foto video galeri reply mention kesel pilih bintang gabakalna bintang nih aplikasi instagram anjir banget lahh
